English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Zone Ideal Loads Zone Cooling Fuel Energy Rate,Tasa de Energía de Combustible de Enfriamiento de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad de Energía de Combustible de Enfriamiento de la Zona,Zone Ideal Loads Zone Cooling Fuel Energy Rate,Zone: Charges Idéales: Puissance Énergétique de Refroidissement de la Zone,Y,Y
Zone Ideal Loads Zone Heating Fuel Energy,Energía de Combustible de Calefacción de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Combustible de Calefacción de la Zona,,,Y,
Zone Ideal Loads Zone Heating Fuel Energy Rate,Tasa de Energía de Combustible de Calefacción de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad de Energía de Combustible de Calefacción de la Zona,Zone Ideal Loads Zone Heating Fuel Energy Rate,Zone: Ideal Loads: Débit énergétique de combustible de chauffage de zone,Y,Y
Zone Ideal Loads Zone Latent Cooling Energy,Energía de Enfriamiento Latente de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Enfriamiento Latente de Zona,Zone Ideal Loads Zone Énergie de Refroidissement Latente,Zone: Idéal Charges: Énergie de Refroidissement Latent de la Zone,Y,Y
Zone Ideal Loads Zone Latent Cooling Rate,Tasa de Enfriamiento Latente de Zona de Cargas Ideales,Zona: Cargas Ideales: Tasa de Enfriamiento Latente de la Zona,Zone Ideal Loads Zone Latent Cooling Rate,Zone: Charges Idéales: Débit de Refroidissement Latent de la Zone,Y,Y
Zone Ideal Loads Zone Latent Heating Energy,Energía de Calefacción Latente de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Calentamiento Latente de la Zona,Zone Ideal Loads Zone Latent Heating Energy,Zone : Charges Idéales : Énergie de Chauffage Latent de la Zone,Y,Y
Zone Ideal Loads Zone Latent Heating Rate,Tasa de Calefacción Latente de Zona de Cargas Ideales,Zona: Cargas Ideales: Tasa de Calentamiento Latente de la Zona,Zone Ideal Loads Zone Latent Heating Rate,Zone: Charges Idéales: Débit de Chauffage Latent de la Zone,Y,Y
Zone Ideal Loads Zone Sensible Cooling Energy,Energía de Enfriamiento Sensible de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Enfriamiento Sensible de la Zona,Zone Ideal Loads Zone Sensible Cooling Energy,Zone: Charges Idéales: Énergie de Refroidissement Sensible de Zone,Y,Y
Zone Ideal Loads Zone Sensible Cooling Rate,Tasa de Enfriamiento Sensible de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad de Enfriamiento Sensible de la Zona,Zone Ideal Loads Zone Sensible Cooling Rate,Zone: Charges Idéales: Puissance de Refroidissement Sensible de la Zone,Y,Y
Zone Ideal Loads Zone Sensible Heating Energy,Energía de Calefacción Sensible de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía de Calefacción Sensible de la Zona,Énergie de Chauffage Sensible de Zone pour Charges Idéales de Zone,Zone : Idéal : Énergie de Chauffage Sensible de la Zone,Y,Y
Zone Ideal Loads Zone Sensible Heating Rate,Tasa de Calefacción Sensible de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad de Calentamiento Sensible de la Zona,Débit calorifique sensible de chauffage idéal de zone,Zone: Ideal Loads: Débit Thermique Sensible de Chauffage de Zone,Y,Y
Zone Ideal Loads Zone Total Cooling Energy,Energía Total de Enfriamiento de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía Total de Enfriamiento de la Zona,,,Y,
Zone Ideal Loads Zone Total Cooling Rate,Tasa Total de Enfriamiento de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad Total de Enfriamiento de la Zona,Débit de refroidissement total de la zone pour les charges idéales de zone,Zone: Ideal Loads: Débit de refroidissement total de la zone,Y,Y
Zone Ideal Loads Zone Total Heating Energy,Energía Total de Calefacción de Zona de Cargas Ideales,Zona: Cargas Ideales: Energía Total de Calefacción de la Zona,Zone Ideal Loads Énergie Totale de Chauffage de la Zone,Zone: Charges Idéales: Énergie Totale de Chauffage de la Zone,Y,Y
Zone Ideal Loads Zone Total Heating Rate,Tasa Total de Calefacción de Zona de Cargas Ideales,Zona: Cargas Ideales: Velocidad Total de Calefacción de la Zona,Débit de chauffage total de la zone avec charges idéales,Zone: Charges idéales: Débit de chauffage total de la zone,Y,Y
Zone Infiltration Current Density Air Change Rate,Tasa de Cambio de Aire a Densidad Actual por Infiltración de Zona,Zona: Infiltración: Tasa Actual de Cambio de Aire por Densidad,Taux de renouvellement d&apos;air de la densité de courant d&apos;infiltration de zone,Zone: Infiltration: Débit de renouvellement d'air volumétrique actuel,Y,Y
Zone Infiltration Current Density Volume,Volumen a Densidad Actual por Infiltración de Zona,Zone: Infiltración: Densidad de Volumen Actual,Zone Infiltration Current Density Volume,Zone : Infiltration : Volume à Densité Actuelle,Y,Y
Zone Infiltration Current Density Volume Flow Rate,Caudal Volumétrico a Densidad Actual por Infiltración de Zona,Zona: Infiltración: Caudal Volumétrico de Densidad Actual,Débit volumique de densité de courant d&apos;infiltration de zone,Zone: Infiltration: Débit volumique actuel basé sur la densité,Y,Y
Zone Infiltration Latent Heat Gain Energy,Energía de Ganancia de Calor Latente por Infiltración de Zona,Zona: Infiltración: Energía de Ganancia de Calor Latente,Énergie de Gain de Chaleur Latente par Infiltration de Zone,Zone: Infiltration: Énergie de Gain de Chaleur Latente,Y,Y
Zone Infiltration Latent Heat Loss Energy,Energía de Pérdida de Calor Latente por Infiltración de Zona,Zona: Infiltración: Energía de Pérdida de Calor Latente,Énergie de Perte de Chaleur Sensible par Infiltration de Zone,Zone: Infiltration: Énergie de Perte de Chaleur Latente,Y,Y
Zone Infiltration Mass,Masa de Infiltración de Zona,Zona: Infiltración: Masa,Masse d&apos;infiltration de zone,Zone: Infiltration: Masse,Y,Y
Zone Infiltration Mass Flow Rate,Caudal Másico de Infiltración de Zona,Zona: Infiltración: Tasa de Flujo Másico,Débit massique d&apos;infiltration de zone,Zone : Infiltration : Débit massique,Y,Y
Zone Infiltration Outdoor Density Air Change Rate,Tasa de Cambio de Aire a Densidad Exterior por Infiltración de Zona,Zona: Infiltración: Tasa de Cambios de Aire a Densidad Exterior,Débit de renouvellement d&apos;air extérieur par densité de la zone d&apos;infiltration,Zone: Infiltration: Taux de Renouvellement d'Air à Densité Extérieure,Y,Y
Zone Infiltration Outdoor Density Volume Flow Rate,Caudal Volumétrico a Densidad Exterior por Infiltración de Zona,Zona: Infiltración: Tasa de Flujo Volumétrico a Densidad Exterior,Débit volumique de la densité extérieure des infiltrations de zone,Zone: Infiltration: Débit volumique basé sur la densité de l'air extérieur,Y,Y
Zone Infiltration Sensible Heat Gain Energy,Energía de Ganancia de Calor Sensible por Infiltración de Zona,Zona: Infiltración: Energía de Ganancia de Calor Sensible,Énergie de Gain de Chaleur Sensible par Infiltration de Zone,Zone : Infiltration : Énergie de Gain de Chaleur Sensible,Y,Y
Zone Infiltration Sensible Heat Loss Energy,Energía de Pérdida de Calor Sensible por Infiltración de Zona,Zona: Infiltración: Energía de Pérdida de Calor Sensible,Énergie de Perte de Chaleur Sensible par Infiltration dans la Zone,Zone: Infiltration: Énergie de Perte de Chaleur Sensible,Y,Y
Zone Infiltration Standard Density Air Change Rate,Tasa de Cambio de Aire a Densidad Estándar por Infiltración de Zona,Zona: Infiltración: Tasa de Cambio de Aire a Densidad Estándar,Taux de renouvellement d&apos;air à densité standard pour les infiltrations de zone,Zone: Infiltration: Débit de changement d'air à densité standard,Y,Y
Zone Infiltration Standard Density Volume,Volumen a Densidad Estándar por Infiltración de Zona,Zona: Infiltración: Volumen a Densidad Estándar,Volume de densité standard d&apos;infiltration de zone,Zone: Infiltration: Volume à densité standard,Y,Y
Zone Infiltration Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar por Infiltración de Zona,Zona: Infiltración: Flujo Volumétrico a Densidad Estándar,Débit volumique à infiltration standard Zone densité,Zone: Infiltration: Débit volumique à densité standard,Y,Y
Zone Infiltration Total Heat Gain Energy,Energía de Ganancia de Calor Total por Infiltración de Zona,Zona: Infiltración: Energía Total de Ganancia de Calor,Énergie totale de chaleur sensible due à l&apos;infiltration de la zone,Zone: Infiltration: Énergie Totale de Gain de Chaleur,Y,Y
Zone Infiltration Total Heat Loss Energy,Energía de Pérdida de Calor Total por Infiltración de Zona,Zona: Infiltración: Energía Total de Pérdida de Calor,Énergie Totale de Perte de Chaleur par Infiltration dans la Zone,Zone: Infiltration: Énergie Totale de Perte de Chaleur,Y,Y
Zone Interior Windows Total Transmitted Beam Solar Radiation Energy,Energía de Radiación Solar de Haz Transmitida Total por Ventanas Interiores de Zona,Zona: Ventanas Interiores: Energía Total de Radiación Solar Directa Transmitida,Énergie du Rayonnement Solaire Diffus Transmis Total par les Fenêtres Intérieures de la Zone,Zone: Fenêtres Intérieures: Énergie du Rayonnement Solaire Direct Transmis Total,Y,Y
Zone Interior Windows Total Transmitted Beam Solar Radiation Rate,Tasa de Radiación Solar de Haz Transmitida Total por Ventanas Interiores de Zona,Zona: Ventanas Interiores: Tasa de Radiación Solar Directa Transmitida Total,Débit de rayonnement solaire direct transmis total des fenêtres intérieures de la zone,Zone: Fenêtres Intérieures: Débit de Rayonnement Solaire Diffus Transmis Total,Y,Y
Zone Interior Windows Total Transmitted Diffuse Solar Radiation Energy,Energía de Radiación Solar Difusa Transmitida Total por Ventanas Interiores de Zona,Zona: Ventanas Interiores: Energía Total de Radiación Solar Difusa Transmitida,Énergie du Rayonnement Solaire Diffus Transmis Total par les Fenêtres Intérieures de la Zone,Zone: Fenêtres intérieures: Énergie de rayonnement solaire diffus transmis total,Y,Y
Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate,Tasa de Radiación Solar Difusa Transmitida Total por Ventanas Interiores de Zona,Zona: Ventanas Interiores: Tasa de Radiación Solar Difusa Transmitida Total,Taux de Rayonnement Solaire Diffus Transmis Total par les Fenêtres Intérieures de la Zone,Zone: Fenêtres Intérieures: Taux de Rayonnement Solaire Diffus Transmis Total,Y,Y
Zone Lights Convective Heating Energy,Energía de Calefacción Convectiva de las Luminarias de Zona,Zona: Luces: Energía Convectiva de Calentamiento,Énergie de Chauffage par Convection de l&apos;Éclairage de Zone,Zone : Éclairage : Énergie de Chauffage Convective,Y,Y
Zone Lights Convective Heating Rate,Tasa de Calefacción Convectiva de las Luminarias de Zona,Zona: Iluminación: Tasa de Calentamiento Convectivo,Puissance convective de chauffage des lumières de zone,Zone: Éclairage: Puissance de Chauffage Convectif,Y,Y
Zone Lights Electricity Energy,Energía Eléctrica de las Luminarias de Zona,Zona: Iluminación: Energía Eléctrica,Énergie électrique des lumières de zone,Zone: Éclairage: Énergie Électrique,Y,Y
Zone Lights Electricity Rate,Tasa de Electricidad de las Luminarias de Zona,Zona: Iluminación: Potencia Eléctrica,Taux d&apos;électricité des éclairages de zone,Zone: Éclairage: Puissance électrique,Y,Y
Zone Lights Radiant Heating Energy,Energía de Calefacción Radiante de las Luminarias de Zona,Zona: Iluminación: Energía Radiante de Calentamiento,Énergie de chauffage radiant des luminaires de la zone,Zone: Éclairage: Énergie de Chauffage Radiant,Y,Y
Zone Lights Radiant Heating Rate,Tasa de Calefacción Radiante de las Luminarias de Zona,Zona: Iluminación: Tasa de Calentamiento Radiante,Débit de chauffage radiant des lumières de zone,Zone: Éclairage: Puissance de rayonnement thermique,Y,Y
Zone Lights Return Air Heating Energy,Energía de Calefacción del Aire de Retorno de las Luminarias de Zona,Zona: Iluminación: Energía de Calentamiento del Aire de Retorno,Énergie de chauffage de l&apos;air de retour des lumières de zone,Zone: Lights: Énergie de Chauffage de l'Air de Reprise,Y,Y
Zone Lights Return Air Heating Rate,Tasa de Calefacción del Aire de Retorno de las Luminarias de Zona,Zona: Iluminación: Tasa de Calentamiento del Aire de Retorno,Débit de chauffage de l&apos;air de retour des luminaires de la zone,Zone: Éclairage: Puissance de chauffage retournée à l'air,Y,Y
Zone Lights Total Heating Energy,Energía de Calefacción Total de las Luminarias de Zona,Zona: Luces: Energía Total de Calentamiento,Énergie de chauffage totale des éclairages de la zone,Zone: Éclairage: Énergie Thermique Totale,Y,Y
Zone Lights Total Heating Rate,Tasa de Calefacción Total de las Luminarias de Zona,Zona: Iluminación: Tasa Total de Calor Generado,Débit thermique total de l&apos;éclairage des zones,Zone : Éclairage : Débit de Chaleur Total,Y,Y
Zone Lights Visible Radiation Heating Energy,Energía de Calefacción por Radiación Visible de las Luminarias de Zona,Zona: Iluminación: Energía de Calentamiento por Radiación Visible,Zone Lights Énergie de chauffage par rayonnement visible des luminaires,Zone: Éclairage: Énergie de Chauffage par Rayonnement Visible,Y,Y
Zone Lights Visible Radiation Heating Rate,Tasa de Calefacción por Radiación Visible de las Luminarias de Zona,Zona: Iluminación: Tasa de Calentamiento por Radiación Visible,Taux de chauffage par rayonnement visible des éclairages de la zone,Zone: Éclairage: Débit de rayonnement visible,Y,Y
Zone Mean Air Dewpoint Temperature,Temperatura de Punto de Rocío del Aire Medio de Zona,Zona: Media: Temperatura de Punto de Rocío del Aire,Température de point de rosée de l&apos;air moyen de la zone,Zone: Température du Point de Rosée de l'Air,Y,Y
Zone Mean Air Temperature,Temperatura del Aire Medio de Zona,Zona: Promedio: Temperatura del Aire,Température de l&apos;Air Moyen de la Zone,Zone : Moyenne : Température de l'air,Y,Y
Zone Mean Radiant Temperature,Temperatura Radiante Media de Zona,Zona: Media: Temperatura Radiante,Température de rayonnement moyen de la zone,Zone : Moyenne : Température de rayonnement,Y,Y
Zone Mechanical Ventilation Air Changes per Hour,Renovaciones de Aire por Hora de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Cambios de Aire por Hora,Taux de renouvellement d&apos;air mécanique de la zone par heure,Zone : Ventilation mécanique : Changements d'air par heure,Y,Y
Zone Mechanical Ventilation Cooling Load Decrease Energy,Energía de Disminución de Carga de Enfriamiento por Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Disminución de Carga de Enfriamiento,Zone Mechanical Ventilation Cooling Load Decrease Energy,Zone: Ventilation mécanique: Énergie de réduction de charge de refroidissement,Y,Y
Zone Mechanical Ventilation Cooling Load Increase Energy,Energía de Aumento de Carga de Enfriamiento por Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Aumento de Carga de Enfriamiento,Énergie d&apos;augmentation de la charge de refroidissement de la ventilation mécanique de zone,Zone: Ventilation mécanique: Énergie d'augmentation de la charge de refroidissement,Y,Y
Zone Mechanical Ventilation Cooling Load Increase Energy Due to Overheating Energy,Energía de Aumento de Carga de Enfriamiento por Sobrecalentamiento en Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Aumento de Carga de Enfriamiento Debido a Energía de Sobrecalentamiento,Énergie supplémentaire de refroidissement de ventilation mécanique de zone due à l&apos;énergie de surchauffe,Zone : Ventilation Mécanique : Énergie d'Augmentation de Charge de Refroidissement due à l'Énergie de Surchauffe,Y,Y
Zone Mechanical Ventilation Current Density Volume,Volumen a Densidad Actual de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Volumen a Densidad Actual,Volume de Densité de Courant de Ventilation Mécanique de la Zone,Zone: Ventilation Mécanique: Volume à Densité Actuelle,Y,Y
Zone Mechanical Ventilation Current Density Volume Flow Rate,Caudal Volumétrico a Densidad Actual de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Caudal Volumétrico a Densidad Actual,Débit volumique de la densité de courant de ventilation mécanique de zone,Zone: Ventilation Mécanique: Débit Volume à Densité Courante,Y,Y
