English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate,Tasa de Radiación Solar Difusa Transmitida Total por Ventanas Interiores de Zona,Zona: Ventanas Interiores: Velocidad de Radiación Solar Difusa Transmitida Total,Taux de Rayonnement Solaire Diffus Transmis Total par les Fenêtres Intérieures de la Zone,Zone : Fenêtres intérieures : Débit de rayonnement solaire diffus transmis total,Y,Y
Zone Lights Convective Heating Energy,Energía de Calefacción Convectiva de las Luminarias de Zona,Zona: Luces: Energía de Calentamiento Convectivo,Énergie de Chauffage par Convection de l&apos;Éclairage de Zone,Zone : Éclairage : Énergie de Chauffage par Convection,Y,Y
Zone Lights Convective Heating Rate,Tasa de Calefacción Convectiva de las Luminarias de Zona,Zona: Luces: Velocidad de Calentamiento Convectivo,Puissance convective de chauffage des lumières de zone,Zone: Lumière: Débit de chaleur convectif,Y,Y
Zone Lights Electricity Energy,Energía Eléctrica de las Luminarias de Zona,Zona: Luces: Energía Eléctrica,Énergie électrique des lumières de zone,Zone: Éclairage: Énergie Électrique,Y,Y
Zone Lights Electricity Rate,Tasa de Electricidad de las Luminarias de Zona,Zona: Iluminación: Tasa de Energía Eléctrica,Taux d&apos;électricité des éclairages de zone,Zone: Éclairage: Puissance électrique,Y,Y
Zone Lights Radiant Heating Energy,Energía de Calefacción Radiante de las Luminarias de Zona,Zona: Luces: Energía de Calentamiento Radiante,Énergie de chauffage radiant des luminaires de la zone,Zone: Éclairage: Énergie de chauffage par rayonnement,Y,Y
Zone Lights Radiant Heating Rate,Tasa de Calefacción Radiante de las Luminarias de Zona,Zona: Luces: Velocidad de Calentamiento Radiante,Débit de chauffage radiant des lumières de zone,Zone: Éclairage: Débit de chaleur rayonnante,Y,Y
Zone Lights Return Air Heating Energy,Energía de Calefacción del Aire de Retorno de las Luminarias de Zona,Zona: Iluminación: Energía de Calentamiento del Aire de Retorno,Énergie de chauffage de l&apos;air de retour des lumières de zone,Zone: Éclairage: Énergie de chauffage de l'air de retour,Y,Y
Zone Lights Return Air Heating Rate,Tasa de Calefacción del Aire de Retorno de las Luminarias de Zona,Zona: Iluminación: Velocidad de Calentamiento de Aire de Retorno,Débit de chauffage de l&apos;air de retour des luminaires de la zone,Zone: Éclairage: Débit de chaleur vers l'air de retour,Y,Y
Zone Lights Total Heating Energy,Energía de Calefacción Total de las Luminarias de Zona,Zona: Iluminación: Energía Total de Calentamiento,Énergie de chauffage totale des éclairages de la zone,Zone: Éclairage: Énergie de Chauffage Totale,Y,Y
Zone Lights Total Heating Rate,Tasa de Calefacción Total de las Luminarias de Zona,Zona: Iluminación: Tasa de Generación de Calor Total,Débit thermique total de l&apos;éclairage des zones,Zone: Éclairage: Débit de chaleur total,Y,Y
Zone Lights Visible Radiation Heating Energy,Energía de Calefacción por Radiación Visible de las Luminarias de Zona,Zona: Iluminación: Energía de Calentamiento por Radiación Visible,Zone Lights Énergie de chauffage par rayonnement visible des luminaires,Zone: Éclairage: Énergie de Chauffage par Rayonnement Visible,Y,Y
Zone Lights Visible Radiation Heating Rate,Tasa de Calefacción por Radiación Visible de las Luminarias de Zona,Zona: Iluminación: Tasa de Calentamiento por Radiación Visible,Taux de chauffage par rayonnement visible des éclairages de la zone,Zone : Éclairage : Débit de chauffage par rayonnement visible,Y,Y
Zone Mean Air Dewpoint Temperature,Temperatura de Punto de Rocío del Aire Medio de Zona,Zona: Media: Temperatura de Punto de Rocío del Aire,Température de point de rosée de l&apos;air moyen de la zone,Zone: Moyenne: Température de Point de Rosée de l'Air,Y,Y
Zone Mean Air Temperature,Temperatura del Aire Medio de Zona,Zona: Promedio: Temperatura del Aire,Température de l&apos;Air Moyen de la Zone,Zone : Moyenne : Température de l'Air,Y,Y
Zone Mean Radiant Temperature,Temperatura Radiante Media de Zona,Zona: Temperatura Radiante Media,Température de rayonnement moyen de la zone,Zone: Température Radiante Moyenne,Y,Y
Zone Mechanical Ventilation Air Changes per Hour,Renovaciones de Aire por Hora de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Cambios de Aire por Hora,Taux de renouvellement d&apos;air mécanique de la zone par heure,Zone: Ventilation Mécanique: Changements d'Air par Heure,Y,Y
Zone Mechanical Ventilation Cooling Load Decrease Energy,Energía de Disminución de Carga de Enfriamiento por Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Disminución de Carga de Enfriamiento,Zone Mechanical Ventilation Cooling Load Decrease Energy,Zone: Ventilation Mécanique: Énergie de Réduction de Charge Frigorifique,Y,Y
Zone Mechanical Ventilation Cooling Load Increase Energy,Energía de Aumento de Carga de Enfriamiento por Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Aumento de Carga de Enfriamiento,Énergie d&apos;augmentation de la charge de refroidissement de la ventilation mécanique de zone,Zone : Ventilation Mécanique : Énergie d'Augmentation de la Charge de Refroidissement,Y,Y
Zone Mechanical Ventilation Cooling Load Increase Energy Due to Overheating Energy,Energía de Aumento de Carga de Enfriamiento por Sobrecalentamiento en Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Aumento de Carga de Enfriamiento Debido a Energía de Sobrecalentamiento,Énergie supplémentaire de refroidissement de ventilation mécanique de zone due à l&apos;énergie de surchauffe,Zone : Ventilation mécanique : Énergie d'augmentation de la charge de refroidissement due à l'énergie de surchauffe,Y,Y
Zone Mechanical Ventilation Current Density Volume,Volumen a Densidad Actual de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Volumen por Densidad Actual,Volume de Densité de Courant de Ventilation Mécanique de la Zone,Zone: Ventilation mécanique: Volume à densité actuelle,Y,Y
Zone Mechanical Ventilation Current Density Volume Flow Rate,Caudal Volumétrico a Densidad Actual de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Tasa de Flujo Volumétrico a Densidad Actual,Débit volumique de la densité de courant de ventilation mécanique de zone,Zone: Ventilation Mécanique: Débit Volumique à Densité Actuelle,Y,Y
Zone Mechanical Ventilation Heating Load Decrease Energy,Energía de Disminución de Carga de Calefacción por Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Reducción de Carga de Calefacción,Énergie de réduction de la charge de chauffage due à la ventilation mécanique de la zone,Zone : Ventilation Mécanique : Énergie de Réduction de Charge de Chauffage,Y,Y
Zone Mechanical Ventilation Heating Load Increase Energy,Energía de Aumento de Carga de Calefacción por Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Aumento de Carga de Calefacción,Énergie d&apos;augmentation de charge de chauffage de ventilation mécanique de zone,Zone : Ventilation Mécanique : Énergie d'Augmentation de Charge de Chauffage,Y,Y
Zone Mechanical Ventilation Heating Load Increase Energy Due to Overcooling Energy,Energía de Aumento de Carga de Calefacción por Sobreenfriamiento en Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía del Aumento de Carga de Calefacción Debido a Energía de Sobreenfriamiento,Énergie supplémentaire de chauffage de ventilation mécanique de zone due à l&apos;énergie de surfroidissement,Zone: Ventilation Mécanique: Énergie d'Augmentation de la Charge de Chauffage Due à l'Énergie de Surrefroidissement,Y,Y
Zone Mechanical Ventilation Mass,Masa de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Masa,Masse de Ventilation Mécanique de Zone,Zone: Ventilation mécanique: Masse,Y,Y
Zone Mechanical Ventilation Mass Flow Rate,Caudal Másico de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Caudal Másico,Débit massique de ventilation mécanique de zone,Zone: Ventilation mécanique: Débit massique,Y,Y
Zone Mechanical Ventilation No Load Heat Addition Energy,Energía de Adición de Calor sin Carga de Ventilación Mecánica de Zona,Zona: Energía de Adición de Calor por Ventilación Mecánica sin Carga,Énergie d&apos;ajout de chaleur sans charge de ventilation mécanique de zone,Zone: Énergie d'ajout de chaleur par ventilation mécanique sans charge,Y,Y
Zone Mechanical Ventilation No Load Heat Removal Energy,Energía de Extracción de Calor sin Carga de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Energía de Remoción de Calor sin Carga,Énergie d&apos;enlèvement de chaleur sans charge de ventilation mécanique de zone,Zone : Ventilation Mécanique : Énergie de Refroidissement sans Charge,Y,Y
Zone Mechanical Ventilation Standard Density Volume,Volumen a Densidad Estándar de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Volumen a Densidad Estándar,Volume de Densité Standard de Ventilation Mécanique de Zone,Zone: Ventilation mécanique: Volume à densité standard,Y,Y
Zone Mechanical Ventilation Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar de Ventilación Mecánica de Zona,Zona: Ventilación Mecánica: Caudal Volumétrico a Densidad Estándar,Débit volumétrique standard Zone Ventilation Mécanique Densité,Zone: Ventilation Mécanique: Débit Volumique à Densité Standard,Y,Y
Zone Operative Temperature,Temperatura Operativa de Zona,Zona: Operativa: Temperatura,Température opérative de la zone,Zone : Température opérative,Y,Y
Zone Other Equipment Convective Heating Energy,Energía de Calefacción Convectiva de Otro Equipo de Zona,Zona: Equipo Adicional: Energía de Calefacción Convectiva,Zone Other Equipment Convective Heating Energy,Zone: Équipement supplémentaire: Énergie de chauffage par convection,Y,Y
Zone Other Equipment Convective Heating Rate,Tasa de Calefacción Convectiva de Otro Equipo de Zona,Zona: Equipos Diversos: Tasa de Calentamiento Convectivo,Débit de chaleur convectif des autres équipements de la zone,Zone: Équipement Divers: Débit de Chaleur Convectif,Y,Y
Zone Other Equipment Latent Gain Energy,Energía de Ganancia Latente de Otro Equipo de Zona,Zona: Equipo Adicional: Energía de Ganancia Latente,Énergie de Gain Latent des Autres Équipements de Zone,Zone: Équipement Autre: Énergie de Gain Latent,Y,Y
Zone Other Equipment Latent Gain Rate,Tasa de Ganancia Latente de Otro Equipo de Zona,Zona: Equipo Miscelláneo: Tasa de Ganancia Latente,Débit de gain de chaleur latente des autres équipements de la zone,Zone : Équipements Divers : Débit de Gain Latent,Y,Y
Zone Other Equipment Lost Heat Energy,Energía de Calor Perdido de Otro Equipo de Zona,Zona: Equipo Diverso: Energía de Calor Perdido,Zone Other Equipment Lost Heat Energy,Zone: Équipements divers: Énergie thermique perdue,Y,Y
Zone Other Equipment Lost Heat Rate,Tasa de Calor Perdido de Otro Equipo de Zona,Zona: Otro Equipo: Tasa de Calor Perdido,Zone Other Equipment Lost Heat Rate,Zone : Équipement Divers : Débit de Chaleur Perdue,Y,Y
Zone Other Equipment Radiant Heating Energy,Energía de Calefacción Radiante de Otro Equipo de Zona,Zona: Equipo Adicional: Energía de Calefacción Radiante,Énergie de Chauffage Radiatif des Équipements Divers de la Zone,Zone : Équipement Supplémentaire : Énergie de Chauffage Radiant,Y,Y
Zone Other Equipment Radiant Heating Rate,Tasa de Calefacción Radiante de Otro Equipo de Zona,Zona: Equipo Adicional: Tasa de Calentamiento Radiante,Débit de chauffage radiant des autres équipements de zone,Zone: Équipement Divers: Débit de Chauffage Radiant,Y,Y
Zone Other Equipment Total Heating Energy,Energía de Calefacción Total de Otro Equipo de Zona,Zona: Equipos Varios: Energía Total de Calefacción,Énergie de chauffage totale des équipements divers de la zone,Zone: Équipement Supplémentaire: Énergie de Chauffage Totale,Y,Y
Zone Other Equipment Total Heating Rate,Tasa de Calefacción Total de Otro Equipo de Zona,Zona: Equipos Otros: Potencia Térmica Total,Taux de Chauffage Total pour Autres Équipements de la Zone,Zone: Équipements divers: Puissance de chauffage totale,Y,Y
Zone Outdoor Air Drybulb Temperature,Temperatura de Bulbo Seco del Aire Exterior de Zona,Zona: Temperatura de Bulbo Seco del Aire Exterior,Température de bulbe sec de l&apos;air extérieur de la zone,Zone: Température Extérieure: Bulbe Sec,Y,Y
Zone Outdoor Air Wetbulb Temperature,Temperatura de Bulbo Húmedo del Aire Exterior de Zona,Zona: Temperatura de Bulbo Húmedo del Aire Exterior,Température de bulbe humide de l&apos;air extérieur de la zone,Zone : Température de thermomètre mouillé de l'air extérieur,Y,Y
Zone Outdoor Air Wind Speed,Velocidad del Viento del Aire Exterior de Zona,Zona: Aire Exterior: Velocidad del Viento,Vitesse du vent de l&apos;air extérieur de la zone,Zone: Air Extérieur: Vitesse du Vent,Y,Y
Zone People Convective Heating Energy,Energía de Calefacción Convectiva por Personas de Zona,Zona: Personas: Energía de Calentamiento Convectivo,Énergie de Chauffage Convectif des Occupants de Zone,Zone: Personnes: Énergie de Chauffage par Convection,Y,Y
Zone People Convective Heating Rate,Tasa de Calefacción Convectiva por Personas de Zona,Zona: Personas: Tasa de Calentamiento Convectivo,Débit de chauffage par convection des occupants de la zone,Zone: Personnes: Débit de chaleur sensible convectif,Y,Y
Zone People Latent Gain Energy,Energía de Ganancia Latente por Personas de Zona,Zona: Personas: Energía de Ganancia Latente,Zone People Latent Gain Energy,Zone: Personnes: Énergie de Gain Latent,Y,Y
Zone People Latent Gain Rate,Tasa de Ganancia Latente por Personas de Zona,Zona: Personas: Tasa de Ganancia Latente,Taux de Gain Latent des Occupants de la Zone,Zone : Personnes : Débit de Gain Latent,Y,Y
Zone People Occupant Count,Conteo de Ocupantes por Personas de Zona,Zona: Personas: Cantidad de Ocupantes,Nombre d&apos;occupants dans la zone,Zone: Personnes: Nombre d'occupants,Y,Y
Zone People Radiant Heating Energy,Energía de Calefacción Radiante por Personas de Zona,Zona: Personas: Energía de Calefacción Radiante,Énergie de chauffage radiant des occupants de la zone,Zone: Personnes: Énergie de Chauffage Radiant,Y,Y
Zone People Radiant Heating Rate,Tasa de Calefacción Radiante por Personas de Zona,Zona: Personas: Tasa de Calentamiento Radiante,Débit de chauffage radiant des occupants de la zone,Zone: Personnes: Débit de chauffage radiatif,Y,Y
Zone People Sensible Heating Energy,Energía de Calefacción Sensible por Personas de Zona,Zona: Personas: Energía Sensible de Calentamiento,Énergie de Chauffage Sensible des Occupants de la Zone,Zone: Personnes: Énergie de chauffage sensible,Y,Y
Zone People Sensible Heating Rate,Tasa de Calefacción Sensible por Personas de Zona,Zona: Personas: Velocidad de Calentamiento Sensible,Débit de chauffage sensible des occupants de la zone,Zone: Personnes: Puissance Sensible de Chauffage,Y,Y
Zone People Total Heating Energy,Energía de Calefacción Total por Personas de Zona,Zona: Personas: Energía Total de Calefacción,Énergie de chauffage totale des occupants de la zone,Zone: Personnes: Énergie Totale de Chauffage,Y,Y
Zone People Total Heating Rate,Tasa de Calefacción Total por Personas de Zona,Zona: Personas: Velocidad de Calentamiento Total,Débit de chauffage total des occupants de la zone,Zone : Personnes : Débit de Chaleur Total,Y,Y
Zone Predicted Moisture Load Moisture Transfer Rate,Tasa de Transferencia de Humedad de Carga de Humedad Prevista de Zona,Zona: Predicho: Caudal de Transferencia de Humedad de Carga de Humedad,Zone Predicted Moisture Load Moisture Transfer Rate,Zone : Prédite : Taux de transfert de charge d'humidité,Y,Y
Zone Predicted Moisture Load to Dehumidifying Setpoint Moisture Transfer Rate,Tasa de Transferencia de Humedad de Carga de Humedad Prevista al Punto de Ajuste de Deshumidificación de Zona,Zona: Predicción: Velocidad de Transferencia de Humedad de Carga de Humedad hacia Punto de Consigna de Deshumidificación,Taux de transfert d&apos;humidité de la charge d&apos;humidité prédite de la zone jusqu&apos;au point de consigne de déshumidification,Zone: Humidité prédite: Débit de masse d'eau vers le point de consigne de déshumidification,Y,Y
