English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Waste Heat Function of Temperature Curve,Factor de Emisión de Agua,Curva de Función del Calor Residual en Función de la Temperatura,Courbe de fonction de chaleur perdue en fonction de la température,Courbe de Fonction de la Chaleur Perdue en Fonction de la Température,Y,Y
Waste Heat Function of Temperature Curve Name,Nombre de Calendario del Factor de Emisión de Agua,Nombre de Curva de Función de Calor Residual en Función de la Temperatura,Nom de la courbe de fonction de chaleur résiduelle en fonction de la température,Nom de la courbe de fonction de chaleur résiduelle en fonction de la température,Y,
Waste Heat Modifier Function of Temperature Curve,Caudal de Agua,Curva Función Modificadora de Calor Residual en Función de la Temperatura,Fonction Modificatrice de la Chaleur Perdue en Fonction de la Courbe de Température,Courbe de Fonction de Correction de la Chaleur Résiduelle en Fonction de la Température,Y,Y
Water Coil Name,Inflación de Agua,Nombre de la Bobina de Agua,Nom de la serpentin d'eau,Nom de la Batterie d'Eau,Y,Y
Water Condenser Volume Flow Rate,Nodo de Entrada de Agua,Caudal Volumétrico del Condensador de Agua,Débit volumique du condenseur à eau,Débit volumique du condenseur à eau,Y,
Water Design Flow Rate,Nombre del Nodo de Entrada de Agua,Caudal de Diseño del Agua,Débit de conception de l'eau,Débit Volumique de Conception de l'Eau,Y,Y
Water Emission Factor,Caudal Máximo de Agua,Factor de Emisión de Agua,Facteur d'émission de l'eau,Facteur d'émission en eau,Y,Y
Water Emission Factor Schedule Name,Agua Temperatura Máxima de Salida de Agua,Nombre del Programa de Factor de Emisión del Agua,Nom de la planification du facteur d'émission d'eau,Nom de la planification du facteur d'émission de l'eau,Y,Y
Water Flow Rate,Temperatura Mínima de Entrada de Agua,Caudal de Agua,Débit d'eau,Débit d'eau volumétrique,Y,Y
Water Inflation,Nodo de Salida de Agua,Inflado de Agua,Majoration de l'Eau,Inflation d'eau,Y,Y
Water Inlet Node,Nombre del Nodo de Salida de Agua,Nodo de Entrada de Agua,Nœud d'entrée d'eau,Nœud d'entrée eau,Y,Y
Water Inlet Node Name,Nombre del Programa de Temperatura de Salida de Agua,Nombre del Nodo de Entrada de Agua,Nom du nœud d'entrée d'eau,Nom du nœud d'entrée d'eau,Y,
Water Maximum Flow Rate,Potencia de la Bomba de Agua,Flujo Máximo de Agua,Débit d'eau maximal,Débit Maximum d'Eau,Y,Y
Water Maximum Water Outlet Temperature,Nombre de Curva Modificadora de Potencia de Bomba de Agua,Temperatura Máxima de Salida del Agua,Température maximale de sortie d'eau,Température Maximale de Sortie de l'Eau,Y,Y
Water Minimum Water Inlet Temperature,Factor de Dimensionamiento de Potencia de Bomba de Agua,Temperatura Mínima del Agua en la Entrada,Température minimale d'entrée d'eau,Température minimale d'entrée d'eau,Y,
Water Outlet Node,Nombre de la Curva de Extracción de Agua,Nodo de Salida de Agua,Nœud de Sortie d'Eau,Nœud de sortie eau,Y,Y
Water Outlet Node Name,Nombre del Tanque de Almacenamiento de Agua,Nombre del Nodo de Salida de Agua,Nom du nœud de sortie d'eau,Nom du nœud de sortie d'eau,Y,
Water Outlet Temperature Schedule Name,Nombre del Suministro de Agua,Nombre del Horario de Temperatura de Salida del Agua,Nom du calendrier de température de sortie d'eau,Nom de la chronologie de température de sortie du liquide,Y,Y
Water Outlet Upper Temperature Limit,Límite Superior de Temperatura de Salida del Agua,Límite Superior de Temperatura de Salida de Agua,Limite Supérieure de Température à la Sortie d'Eau,Limite Supérieure de Température à la Sortie de l'Eau,Y,Y
Water Pump Power,Nombre del Tanque de Almacenamiento de Agua de Suministro,Potencia de la Bomba de Agua,Puissance de la pompe à eau,Puissance de la pompe d'eau,Y,Y
Water Pump Power Modifier Curve Name,Variable de Entrada de Curva de Temperatura del Agua,Nombre de Curva Modificadora de Potencia de Bomba de Agua,Nom de la courbe de modification de la puissance de la pompe d'eau,Nom de la courbe de modification de la puissance de la pompe à eau,Y,Y
Water Pump Power Sizing Factor,Modo de modelado de temperatura del agua,Factor de Dimensionamiento de Potencia de Bomba de Agua,Facteur de dimensionnement de la puissance de la pompe d'eau,Facteur de dimensionnement de la puissance de la pompe d'eau,Y,
Water Removal Curve Name,Nombre del Nodo de Referencia de Temperatura del Agua,Nombre de Curva de Extracción de Agua,Nom de la courbe de suppression d'eau,Nom de la courbe de déshumidification,Y,Y
Water Storage Tank Name,Nombre del Programa de Temperatura del Agua,Nombre del Tanque de Almacenamiento de Agua,Nom du réservoir de stockage d'eau,Nom du Réservoir de Stockage d'Eau,Y,Y
Water Supply Name,Nombre de Definición de Equipo de Uso de Agua,Nombre del Suministro de Agua,Nom de l'approvisionnement en eau,Nom de l'alimentation en eau,Y,Y
Water Supply Storage Tank Name,Nombre del Equipo de Uso de Agua,Nombre del Tanque de Almacenamiento de Agua de Suministro,Nom du réservoir de stockage d'eau d'alimentation,Nom du réservoir de stockage d'eau d'alimentation,Y,
Water Temperature Curve Input Variable,Factor de Resistencia a la Difusión del Vapor de Agua,Variable de Entrada de Temperatura del Agua en la Curva,Variable d'entrée de courbe de température de l'eau,Variable d'entrée de la courbe de température d'eau,Y,Y
Water Temperature Modeling Mode,Flujo Volumétrico de Diseño del Condensador Enfriado por Agua,Modo de Modelado de Temperatura del Agua,Mode de modélisation de la température de l'eau,Mode de modélisation de la température de l'eau,Y,
Water Temperature Reference Node Name,Nombre del Nodo de Entrada del Condensador Enfriado por Agua,Nombre del Nodo de Referencia de Temperatura del Agua,Nom du nœud de référence de température d'eau,Nom du nœud de référence de température d'eau,Y,
Water Temperature Schedule Name,Velocidad de Flujo Máxima del Condensador Enfriado por Agua,Nombre de la Programación de Temperatura del Agua,Nom du calendrier de température de l'eau,Nom de l'agenda de température de l'eau,Y,Y
Water Use Equipment Definition Name,Temperatura Máxima de Salida de Agua del Condensador Enfriado por Agua,Nombre de Definición de Equipo de Uso de Agua,Nom de la définition de l'équipement d'utilisation d'eau,Nom de la Définition de l'Équipement de Consommation d'Eau,Y,Y
Water Use Equipment Name,Temperatura Mínima de Entrada de Agua del Condensador Enfriado por Agua,Nombre del Equipo de Consumo de Agua,Nom du Équipement de Consommation d'Eau,Nom de l'équipement de consommation d'eau,Y,Y
Water Vapor Diffusion Resistance Factor,Nombre del Nodo de Salida del Condensador Enfriado por Agua,Factor de Resistencia a la Difusión del Vapor de Agua,Facteur de résistance à la diffusion de vapeur d'eau,Facteur de résistance à la diffusion de vapeur d'eau,Y,
Water-Cooled Condenser Design Flow Rate,Nombre del Programa de Temperatura de Salida del Condensador Enfriado por Agua,Caudal de Diseño del Condensador Enfriado por Agua,Débit de conception du condenseur refroidi à eau,Débit de conception du condenseur refroidi par eau,Y,Y
Water-Cooled Condenser Inlet Node Name,Tipo de Flujo de Bucle Enfriado por Agua,Nombre del Nodo de Entrada del Condensador Enfriado por Agua,Nom du nœud d'entrée du condenseur refroidi à l'eau,Nom du nœud d'entrée du condenseur refroidi à l'eau,Y,
Water-Cooled Condenser Maximum Flow Rate,Nombre del Nodo de Entrada de Agua del Intercambiador de Calor Agua-Refrigerante,Caudal Máximo del Condensador Enfriado por Agua,Débit maximal du condenseur refroidi par eau,Débit Massique Maximal du Condenseur Refroidi par Eau,Y,Y
Water-Cooled Condenser Maximum Water Outlet Temperature,Nombre del Nodo de Salida de Agua del Intercambiador de Calor Agua-Refrigerante,Temperatura Máxima de Salida de Agua del Condensador Enfriado por Agua,Température maximale de sortie d'eau du condenseur refroidi à l'eau,Température maximale de sortie d'eau du condenseur refroidi par eau,Y,Y
Water-Cooled Condenser Minimum Water Inlet Temperature,Nombre de Calentador de Agua,Temperatura Mínima de Entrada de Agua del Condensador Enfriado por Agua,Température minimale d'entrée d'eau du condenseur refroidi par eau,Température minimale d'entrée d'eau du condenseur refroidi par eau,Y,
Water-Cooled Condenser Outlet Node Name,Vatios por Persona,Nombre del Nodo de Salida del Condensador Enfriado por Agua,Nom du nœud de sortie du condenseur à refroidissement par eau,Nom du nœud de sortie du condenseur à refroidissement par eau,Y,
Water-Cooled Condenser Outlet Temperature Schedule Name,Vatios por Área de Piso del Espacio,Nombre del Programa de Temperatura de Salida del Condensador Enfriado por Agua,Nom de l'horaire de température de sortie du condenseur refroidi par eau,Nom du calendrier de température de sortie du condenseur refroidi par eau,Y,Y
Water-Cooled Loop Flow Type,Vatios por Unidad,Tipo de Flujo del Circuito Enfriado por Agua,Type de débit de boucle refroidie à l'eau,Type de débit de la boucle refroidie à l'eau,Y,Y
Water-to-Refrigerant HX Water Inlet Node Name,Longitud de onda,Nombre del Nodo de Entrada de Agua del Intercambiador de Calor Agua-Refrigerante,Nom du nœud d'entrée eau de l'échangeur eau-frigorigène,Nom du nœud d'entrée eau de l'échangeur eau-frigorigène,Y,
Water-to-Refrigerant HX Water Outlet Node Name,Programación del Miércoles:Nombre del Día,Nombre del Nodo de Salida de Agua del Intercambiador de Calor Agua-Refrigerante,Nom du nœud de sortie eau de l'échangeur eau-frigorigène,Nom du nœud de sortie eau de l'échangeur eau-frigorigène,Y,
WaterHeater Name,Programación Semanal Hasta Fecha,Nombre del Calentador de Agua,Nom du ballon d'eau chaude,Nom du Ballon d'Eau Chaude,Y,Y
Watts per Person,Rango de Temperatura de Bulbo Húmedo - Límite Inferior,Vatios por Persona,Watts par personne,Watts par personne,Y,
Watts per Space Floor Area,Límite Superior del Rango de Temperatura de Bulbo Húmedo,Vatios por Metro Cuadrado de Piso,Watts par superficie de plancher de l'espace,Watts par mètre carré de surface,Y,Y
Watts per Unit,Nombre de la Curva Modificadora de la Relación de Flujo de Efectividad de Bulbo Húmedo,Vatios por Unidad,Watts par unité,Watts par unité,Y,
Wavelength,Temperatura de bulbo húmedo o punto de rocío en bulbo seco máximo,Longitud de onda,Longueur d'onde,Longueur d'onde,Y,
Wednesday Schedule:Day Name,Factor de Ancho para Factor de Apertura,Miércoles Programa:Nombre del Día,Horaire Mercredi : Nom de la journée,Mercredi - Nom du jour du calendrier,Y,Y
Week Schedule Until Date,Tipo de Ángulo de Viento,Fecha Hasta de Programa Semanal,Date de fin du calendrier hebdomadaire,Date Limite du Calendrier Hebdomadaire,Y,Y
Wet-Bulb Temperature Range Lower Limit,Dirección del Viento,Límite Inferior del Rango de Temperatura de Bulbo Húmedo,Limite Inférieure de la Plage de Température de Bulbe Humide,Limite Inférieure de la Plage de Température de Thermomètre Humide,Y,Y
Wet-Bulb Temperature Range Upper Limit,Exposición al Viento,Límite Superior del Rango de Temperatura de Bulbo Húmedo,Limite Supérieure de la Plage de Température de Bulbe Humide,Limite supérieure de la plage de température de bulbe humide,Y,Y
Wetbulb Effectiveness Flow Ratio Modifier Curve Name,Nombre de la Curva de Coeficiente de Presión del Viento,Nombre de Curva Modificadora de Relación de Flujo de Efectividad de Bulbo Húmedo,Nom de la courbe modificatrice du rapport de débit d'efficacité de thermomètre mouillé,Nom de la courbe modificatrice du rapport de débit d'efficacité de température humide,Y,Y
Wetbulb or DewPoint at Maximum Dry-Bulb,Tipo de Coeficiente de Presión de Viento,Temperatura de Bulbo Húmedo o Punto de Rocío en Temperatura Seca Máxima,Température humide ou point de rosée à la température sèche maximale,Température Humide ou Point de Rosée à la Température Sèche Maximale,Y,Y
Width Factor for Opening Factor,Velocidad del Viento,Factor de Ancho para Factor de Apertura,Facteur de largeur pour le facteur d'ouverture,Facteur de largeur pour facteur d'ouverture,Y,Y
Wind Angle Type,Coeficiente de Velocidad del Viento,Tipo de Ángulo de Viento,Type d'angle de vent,Type d'angle de vent,Y,
Wind Coefficient,Coeficiente de Viento,Coeficiente de Viento,Coefficient de vent,Coefficient de vent,,
Wind Direction,Nombre del Conjunto de Datos Espectrales de Vidrio de Ventana,Dirección del Viento,Direction du vent,Direction du vent,Y,
Wind Exposure,Nombre del Vidrio del Material de Ventana,Exposición al Viento,Exposition au vent,Exposition au vent,Y,
Wind Pressure Coefficient Curve Name,Nombre de Ventana,Nombre de la Curva del Coeficiente de Presión por Viento,Nom de la courbe du coefficient de pression due au vent,Nom de la courbe du coefficient de pression due au vent,Y,
Wind Pressure Coefficient Type,Factor de Abertura de Ventana/Puerta o Factor de Grieta,Tipo de Coeficiente de Presión del Viento,Coefficient de pression du vent (Type),Type de Coefficient de Pression du Vent,Y,Y
Wind Speed,Nombre de Horario:Día de Diseño Invernal,Velocidad del Viento,Vitesse du vent,Vitesse du vent,Y,
Wind Speed Coefficient,Número OMM,Coeficiente de Velocidad del Viento,Coefficient de Vitesse du Vent,Coefficient de Vitesse du Vent,Y,
Window Glass Spectral Data Set Name,Longitud X,Nombre del Conjunto de Datos Espectrales del Vidrio de Ventana,Nom de l'ensemble de données spectrales du verre de fenêtre,Nom de l'ensemble de données spectrales du verre de fenêtre,Y,
Window Material Glazing Name,Origen X,Nombre del Material Vidrio de la Ventana,Nom du matériau vitreous de fenêtre,Nom de Vitre - Matériau Vitrage,Y,Y
Window Name,Orden de Clasificación X1,Nombre de Ventana,Nom de la fenêtre,Nom de la Fenêtre,Y,Y
Window/Door Opening Factor or Crack Factor,Orden de Clasificación X2,Factor de Apertura de Ventanas/Puertas o Factor de Rendija,Facteur d'ouverture de fenêtre/porte ou facteur de fissure,Facteur d'ouverture de fenêtre/porte ou facteur de fissure,Y,
